run_id,train_instance_id,method,initialization,targetnumpods,targetnumorders,targetnumitems,subproblemsevaluated,subproblemtimeinterval,timeforreooptimization,stationtostation_flag,targetnumworkstations,anystorageloc_flag
532,266,random,greedy,28,20,64,30,360,5,0,,0
533,267,random,none,28,20,64,30,360,5,0,,0
534,267,random,greedy,28,20,64,30,360,5,0,,0
535,268,random,none,28,20,64,30,360,5,0,,0
536,268,random,greedy,28,20,64,30,360,5,0,,0
537,269,random,none,28,20,64,30,360,5,0,,0
538,269,random,greedy,28,20,64,30,360,5,0,,0
539,270,random,none,28,20,64,30,360,5,0,,0
540,270,random,greedy,28,20,64,30,360,5,0,,0
541,271,random,none,28,20,64,30,360,5,0,,0
542,271,random,greedy,28,20,64,30,360,5,0,,0
543,272,random,none,28,20,64,30,360,5,0,,0
544,272,random,greedy,28,20,64,30,360,5,0,,0
545,273,random,none,28,20,64,30,360,5,0,,0
546,273,random,greedy,28,20,64,30,360,5,0,,0
547,274,random,none,28,20,64,30,360,5,0,,0
548,274,random,greedy,28,20,64,30,360,5,0,,0
549,275,random,none,28,20,64,30,360,5,0,,0
550,275,random,greedy,28,20,64,30,360,5,0,,0
551,276,random,none,28,20,64,30,360,5,0,,0
552,276,random,greedy,28,20,64,30,360,5,0,,0
553,277,random,none,28,20,64,30,360,5,0,,0
554,277,random,greedy,28,20,64,30,360,5,0,,0
555,278,random,none,28,20,64,30,360,5,0,,0
556,278,random,greedy,28,20,64,30,360,5,0,,0
557,279,random,none,28,20,64,30,360,5,0,,0
558,279,random,greedy,28,20,64,30,360,5,0,,0
559,280,random,none,28,20,64,30,360,5,0,,0
560,280,random,greedy,28,20,64,30,360,5,0,,0
561,281,random,none,28,20,64,30,360,5,0,,0
562,281,random,greedy,28,20,64,30,360,5,0,,0
563,282,random,none,28,20,64,30,360,5,0,,0
564,282,random,greedy,28,20,64,30,360,5,0,,0
565,283,random,none,28,20,64,30,360,5,0,,0
566,283,random,greedy,28,20,64,30,360,5,0,,0
567,284,random,none,28,20,64,30,360,5,0,,0
568,284,random,greedy,28,20,64,30,360,5,0,,0
569,285,random,none,28,20,64,30,360,5,0,,0
570,285,random,greedy,28,20,64,30,360,5,0,,0
571,286,random,none,28,20,64,30,360,5,0,,0
572,286,random,greedy,28,20,64,30,360,5,0,,0
573,287,random,none,28,20,64,30,360,5,0,,0
574,287,random,greedy,28,20,64,30,360,5,0,,0
575,288,random,none,28,20,64,30,360,5,0,,0
576,288,random,greedy,28,20,64,30,360,5,0,,0
577,289,random,none,28,20,64,30,360,5,0,,0
578,289,random,greedy,28,20,64,30,360,5,0,,0
579,290,random,none,28,20,64,30,360,5,0,,0
580,290,random,greedy,28,20,64,30,360,5,0,,0
581,291,random,none,28,20,64,30,360,5,0,,0
582,291,random,greedy,28,20,64,30,360,5,0,,0
583,292,random,none,28,20,64,30,360,5,0,,0
584,292,random,greedy,28,20,64,30,360,5,0,,0
585,293,random,none,28,20,64,30,360,5,0,,0
586,293,random,greedy,28,20,64,30,360,5,0,,0
587,294,random,none,28,20,64,30,360,5,0,,0
588,294,random,greedy,28,20,64,30,360,5,0,,0
589,295,random,none,28,20,64,30,360,5,0,,0
590,295,random,greedy,28,20,64,30,360,5,0,,0
591,296,random,none,28,20,64,30,360,5,0,,0
592,296,random,greedy,28,20,64,30,360,5,0,,0
593,297,random,none,28,20,64,30,360,5,0,,0
594,297,random,greedy,28,20,64,30,360,5,0,,0
595,298,random,none,28,20,64,30,360,5,0,,0
596,298,random,greedy,28,20,64,30,360,5,0,,0
597,299,random,none,28,20,64,30,360,5,0,,0
598,299,random,greedy,28,20,64,30,360,5,0,,0
599,300,random,none,28,20,64,30,360,5,0,,0
600,300,random,greedy,28,20,64,30,360,5,0,,0
601,301,random,none,28,20,64,30,360,5,0,,0
602,301,random,greedy,28,20,64,30,360,5,0,,0
603,302,random,none,28,20,64,30,360,5,0,,0
604,302,random,greedy,28,20,64,30,360,5,0,,0
605,303,random,none,28,20,64,30,360,5,0,,0
606,303,random,greedy,28,20,64,30,360,5,0,,0
607,304,random,none,28,20,64,30,360,5,0,,0
608,304,random,greedy,28,20,64,30,360,5,0,,0
609,305,random,none,28,20,64,30,360,5,0,,0
610,305,random,greedy,28,20,64,30,360,5,0,,0
611,306,random,none,28,20,64,30,360,5,0,,0
612,306,random,greedy,28,20,64,30,360,5,0,,0
613,307,random,none,28,20,64,30,360,5,0,,0
614,307,random,greedy,28,20,64,30,360,5,0,,0
615,308,random,none,28,20,64,30,360,5,0,,0
616,308,random,greedy,28,20,64,30,360,5,0,,0
617,309,random,none,28,20,64,30,360,5,0,,0
618,309,random,greedy,28,20,64,30,360,5,0,,0
619,310,random,none,28,20,64,30,360,5,0,,0
620,310,random,greedy,28,20,64,30,360,5,0,,0
621,311,random,none,28,20,64,30,360,5,0,,0
622,311,random,greedy,28,20,64,30,360,5,0,,0
623,312,random,none,28,20,64,30,360,5,0,,0
624,312,random,greedy,28,20,64,30,360,5,0,,0
625,313,random,none,28,20,64,30,360,5,0,,0
626,313,random,greedy,28,20,64,30,360,5,0,,0
627,314,random,none,28,20,64,30,360,5,0,,0
628,314,random,greedy,28,20,64,30,360,5,0,,0
629,315,random,none,28,20,64,30,360,5,0,,0
630,315,random,greedy,28,20,64,30,360,5,0,,0
631,316,random,none,28,20,64,30,360,5,0,,0
632,316,random,greedy,28,20,64,30,360,5,0,,0
633,317,random,none,28,20,64,30,360,5,0,,0
634,317,random,greedy,28,20,64,30,360,5,0,,0
635,318,random,none,28,20,64,30,360,5,0,,0
636,318,random,greedy,28,20,64,30,360,5,0,,0
637,319,random,none,28,20,64,30,360,5,0,,0
638,319,random,greedy,28,20,64,30,360,5,0,,0
639,320,random,none,28,20,64,30,360,5,0,,0
640,320,random,greedy,28,20,64,30,360,5,0,,0
641,321,random,none,28,20,64,30,360,5,0,,0
642,321,random,greedy,28,20,64,30,360,5,0,,0
643,322,random,none,28,20,64,30,360,5,0,,0
644,322,random,greedy,28,20,64,30,360,5,0,,0
645,323,random,none,28,20,64,30,360,5,0,,0
646,323,random,greedy,28,20,64,30,360,5,0,,0
647,324,random,none,28,20,64,30,360,5,0,,0
648,324,random,greedy,28,20,64,30,360,5,0,,0
649,325,random,none,28,20,64,30,360,5,0,,0
650,325,random,greedy,28,20,64,30,360,5,0,,0
651,326,random,none,28,20,64,30,360,5,0,,0
652,326,random,greedy,28,20,64,30,360,5,0,,0
653,327,random,none,28,20,64,30,360,5,0,,0
654,327,random,greedy,28,20,64,30,360,5,0,,0
655,328,random,none,28,20,64,30,360,5,0,,0
656,328,random,greedy,28,20,64,30,360,5,0,,0
657,329,random,none,28,20,64,30,360,5,0,,0
658,329,random,greedy,28,20,64,30,360,5,0,,0
659,330,random,none,28,20,64,30,360,5,0,,0
660,330,random,greedy,28,20,64,30,360,5,0,,0
661,331,random,none,28,20,64,30,360,5,0,,0
662,331,random,greedy,28,20,64,30,360,5,0,,0
663,332,random,none,28,20,64,30,360,5,0,,0
664,332,random,greedy,28,20,64,30,360,5,0,,0
665,333,random,none,28,20,64,30,360,5,0,,0
666,333,random,greedy,28,20,64,30,360,5,0,,0
667,334,random,none,28,20,64,30,360,5,0,,0
668,334,random,greedy,28,20,64,30,360,5,0,,0
669,335,random,none,28,20,64,30,360,5,0,,0
670,335,random,greedy,28,20,64,30,360,5,0,,0
671,336,random,none,28,20,64,30,360,5,0,,0
672,336,random,greedy,28,20,64,30,360,5,0,,0
673,337,random,none,28,20,64,30,360,5,0,,0
674,337,random,greedy,28,20,64,30,360,5,0,,0
675,338,random,none,28,20,64,30,360,5,0,,0
676,338,random,greedy,28,20,64,30,360,5,0,,0
677,339,random,none,28,20,64,30,360,5,0,,0
678,339,random,greedy,28,20,64,30,360,5,0,,0
679,340,random,none,28,20,64,30,360,5,0,,0
680,340,random,greedy,28,20,64,30,360,5,0,,0
681,341,random,none,28,20,64,30,360,5,0,,0
682,341,random,greedy,28,20,64,30,360,5,0,,0
683,342,random,none,28,20,64,30,360,5,0,,0
684,342,random,greedy,28,20,64,30,360,5,0,,0
685,343,random,none,28,20,64,30,360,5,0,,0
686,343,random,greedy,28,20,64,30,360,5,0,,0
687,344,random,none,28,20,64,30,360,5,0,,0
688,344,random,greedy,28,20,64,30,360,5,0,,0
689,345,random,none,28,20,64,30,360,5,0,,0
690,345,random,greedy,28,20,64,30,360,5,0,,0
691,346,random,none,28,20,64,30,360,5,0,,0
692,346,random,greedy,28,20,64,30,360,5,0,,0
693,347,random,none,28,20,64,30,360,5,0,,0
694,347,random,greedy,28,20,64,30,360,5,0,,0
695,348,random,none,28,20,64,30,360,5,0,,0
696,348,random,greedy,28,20,64,30,360,5,0,,0
697,349,random,none,28,20,64,30,360,5,0,,0
698,349,random,greedy,28,20,64,30,360,5,0,,0
699,350,random,none,28,20,64,30,360,5,0,,0
700,350,random,greedy,28,20,64,30,360,5,0,,0
